AIRPORT,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,RANKING
NORTHERN ELEUTHERA ARPT,25.4756333,-76.6813667,1239.0
DEXTER MUNICIPAL ARPT,36.7754167,-89.94125,1786.0
NEW BRAUNFELS MUNICIPAL ARPT,29.7045,-98.04222,683.0
GUSTINE AIRPORT,37.2605556,-120.96425,1786.0
HIDDEN VALLEY AIRPARK,33.1734531,-97.0513983,1786.0
NEPHI MUNICIPAL ARPT,39.7365833,-111.8700556,1786.0
RAF LAKENHEATH ARPT,52.4093,0.561,1786.0
MARSHALLTOWN MUNICIPAL ARPT,42.11275,-92.9177778,1415.0
DARLINGTON COUNTY ARPT,34.4493845,-79.8900608,1786.0
SKYHAVEN ARPT,43.2842348,-70.9295495,1786.0
LOGAN COUNTY ARPT (IL),40.1586944,-89.3350278,1786.0
SALINE COUNTY REGIONAL ARPT,34.5903996,-92.479436,1239.0
AL AHSA ARPT,25.28805,49.48805,1786.0
TIOGA MUNICIPAL ARPT,48.3802778,-102.8973611,1786.0
DECK ARPT,40.351,-76.3243,1239.0
THIBODAUX MUNICIPAL ARPT,29.7477919,-90.8328989,1786.0
MAJOR GILBERT FIELD ARPT,46.7886667,-90.7587222,1786.0
WILLIAMSBURG-JAMESTOWN ARPT,37.2368,-76.7095,1124.0
CLAREMORE REGIONAL ARPT,36.2927222,-95.4796111,1124.0
GRANTS PASS ARPT,42.5101111,-123.388,960.0
MORA MUNICIPAL ARPT,45.8918982,-93.2729492,1036.0
WATERVILLE ROBERT LAFLEUR ARPT,44.53325,-69.6755278,1036.0
OLNEY-NOBLE ARPT,38.72182728,-88.1764328,1786.0
CONWAY-HORRY COUNTY ARPT,33.8284875,-79.1221763,1239.0
SILVER SPRINGS ARPT,39.4030556,-119.2511944,1415.0
BULVERDE AIRPARK,29.7391111,-98.4511281,1415.0
STEVENS POINT MUNICIPAL ARPT,44.5451356,-89.5302844,1415.0
BULT FIELD ARPT,41.3774167,-87.67975,1239.0
LINCOLN REGNL ARPT/KARL HARDER FLD,38.90916,-121.35134,1036.0
KELLY FIELD AIRPORT,29.3842333,-98.5811167,1239.0
AKRON FULTON INTL ARPT,41.0375,-81.4669167,1239.0
DUPONT-LAPEER ARPT,43.0664722,-83.2715556,1786.0
WEST MEMPHIS MUNICIPAL ARPT,35.1350556,-90.2344444,1786.0
CLOVERDALE MUNICIPAL ARPT,38.7762778,-122.9926111,1786.0
CANTRELL FIELD ARPT,35.0198889,-92.5551111,1786.0
TORREON INTL ARPT,25.56833,-103.41067,1239.0
BRIDGEPORT MUNICIPAL ARPT,33.1739597,-97.8284271,1415.0
BAKERSFIELD MUNICIPAL ARPT,35.3248611,-118.9960278,1239.0
RAWLINS MUNICIPAL ARPT/HARVEY FIELD,41.80572,-107.20033,1786.0
ABEL SANTAMARIA ARPT,22.49222,-79.943611,1415.0
HALE COUNTY ARPT,34.1681472,-101.7173361,1786.0
HENDERSON EXECUTIVE ARPT,35.9728611,-115.1344444,1239.0
FRENCH VALLEY ARPT,33.5741791,-117.1284732,1415.0
BELFAST MUNICIPAL ARPT,44.4093889,-69.0118333,1786.0
AMES MUNICIPAL ARPT,41.9920556,-93.6218333,1786.0
NUECES COUNTY ARPT,27.7781389,-97.6901111,1786.0
CENTRAL BAPTIST HOSPITAL HELIPORT,38.0176,-84.5120139,1415.0
MINDEN ARPT,32.6460278,-93.2980833,1036.0
BOYCEVILLE MUNICIPAL ARPT,45.0439533,-92.0213282,1415.0
JUAN GUALBERTO GOMEZ ARPT,23.034444,-81.435278,1239.0
DOOR COUNTY CHERRYLAND ARPT,44.8436667,-87.4215278,1415.0
MAMMOTH YOSEMITE ARPT,37.6240556,-118.83875,1786.0
HERITAGE FIELD ARPT,40.2395556,-75.5567222,1415.0
AIKEN REGIONAL ARPT,33.6493889,-81.6850278,1415.0
COLORADO SPRINGS EAST ARPT,38.87425,-104.4098437,1786.0
AITKIN MUNI ARPT-STEVE KURTZ FIELD,46.5484619,-93.6766322,1786.0
STEPHENVILLE,48.54417,-58.55,1786.0
HATTIESBURG BOBBY L CHAIN MUNICIPAL ARPT,31.2649444,-89.2528889,1786.0
ATLANTA REGIONAL ARPT - FALCON FIELD,33.35725,-84.57183,762.0
BURNET MUNI ARPT-KATE CRADDOCK FIELD,30.7389281,-98.2386102,1786.0
TONOPAH ARPT,38.0601944,-117.0868056,1786.0
FRESNO CHANDLER EXECUTIVE ARPT,36.7321111,-119.8203333,1036.0
HOLA ARPT,-1.52,40.004,1786.0
FERGUSON ARPT,30.39825,-87.3488889,1786.0
GRAND PRAIRIE MUNI ARPT,32.6987778,-97.0469167,1036.0
SKAGWAY ARPT,59.4600619,-135.3156636,1124.0
BRASILIA INTERNATIONAL ARPT,-15.869167,-47.920833,1786.0
DELANO MUNICIPAL ARPT,35.7455556,-119.2365,1786.0
FERNANDO LUIS RIBAS DOMINICCI ARPT,18.4567778,-66.0984722,1415.0
CHASE FIELD INDUSTRIAL ARPT,28.3624444,-97.6619167,1786.0
DRAUGHON-MILLER CENTRAL TEXAS REGIONAL ARPT,31.1519004,-97.4076629,1124.0
CLAYTON MUNI AIRPORT,36.4462778,-103.1499444,1786.0
HOLDENVILLE MUNI ARPT,35.0858611,-96.4166667,1786.0
CASCADE ARPT,44.4923333,-116.0147778,1786.0
PARK RAPIDS MUNICIPAL ARPT-KONSHOK FIELD,46.9012038,-95.0731062,1124.0
PORTLAND MUNICIPAL ARPT,40.4515833,-84.9890278,1415.0
GEAUGA COUNTY ARPT,41.4495833,-81.0629444,1415.0
ATMAUTLUAK ARPT,60.8678889,-162.2742778,1786.0
GALESBURG MUNICIPAL AIRPORT,40.938005,-90.4311236,1036.0
ROLLA NATIONAL ARPT,38.12743,-91.76952,1415.0
LUCAS FIELD AIRPORT,37.8712778,-84.6105278,1786.0
ROSEBURG REGIONAL ARPT,43.2393362,-123.3558491,1415.0
GEORGE T LEWIS ARPT,29.1342222,-83.0504722,1786.0
COLLIDGE MUNICIPAL ARPT,32.9360233,-111.4264734,1124.0
UNIVERSITY OF TEXAS MEDICAL BRANCH EMERGENCY ROOM HELIPORT,29.3124222,-94.7791167,1786.0
RUSSELL -LOGAN COUNTY ARPT,36.7996111,-86.8109167,1786.0
DANIELSON ARPT,41.81975,-71.9009722,1786.0
WALTER J KOLADZA AIRPORT,42.1842142,-73.4032406,1786.0
ZACATECAS INTL ARPT,22.897222,-102.686944,1124.0
TRACY MUNICIPAL AIRPORT,44.2492395,-95.6074208,1786.0
MADISON MUNICIPAL ARPT,38.7599167,-85.4646944,1415.0
VOLK FIELD ARPT,43.9367,-90.252,1786.0
NEHALEM BAY STATE ARPT,45.6981389,-123.9296389,1786.0
PENNRIDGE ARPT,40.3891944,-75.2904722,1786.0
GAMBELL ARPT,63.7666111,-171.7327778,1415.0
PELLA MUNICIPAL ARPT,41.4012222,-92.9458611,1415.0
SAINT LOUIS CHILDREN'S HOSPITAL HELIPORT,38.6379722,-90.2649028,1786.0
COMANCHE COUNTY-CITY ARPT,31.9203056,-98.5991944,1786.0
VACLAV HAVEL ARPT PRAGUE,50.100833,14.26,1124.0
PROSSER ARPT,46.2133611,-119.7955556,1786.0
LE ROY ARPT,42.9812814,-77.9352481,1786.0
CHEBOYGAN COUNTY ARPT,45.653611,-84.519167,1786.0
ATHENS MUNICIPAL ARPT,32.1638478,-95.8283531,1239.0
SULPHUR SPRINGS MUNICIPAL ARPT,33.1598333,-95.6211389,1786.0
DURANT REGIONAL ARPT-EAKER FIELD,33.9422673,-96.3945314,1239.0
LEONARD M THOMPSON INTL ARPT,26.5101278,-77.0851167,1786.0
NORTHEAST OHIO REGIONAL ARPT,41.77798,-80.69551,960.0
HOLLISTER MUNICIPAL ARPT,36.8933475,-121.4102736,1786.0
CASA GRANDE MUNICIPAL ARPT,32.9548889,-111.7668333,1124.0
O. R. TAMBO INTL APRT,-26.1333,28.25,865.0
WHARTON REGIONAL ARPT,29.2542778,-96.1543889,1786.0
LAKE ELMO ARPT,44.9974925,-92.8556814,1786.0
BUTLER MUNCIPAL ARPT,32.5682358,-84.2466875,1786.0
BRANSON WEST MUNICIPAL AIRPORT-EMERSON FIELD,36.6985,-93.40225,1786.0
BEAUFORT MARINE CORPS AIR STATION (MERRITT FIELD),32.4805668,-80.7192441,1786.0
INDIANA COUNTY ARPT,40.6310603,-79.1015269,1415.0
ROANOKE MUNICIPAL ARPT,33.1296778,-85.3722153,1239.0
MARSHFIELD MUNICIPAL ARPT,44.63688,-90.18933,1415.0
CHESAPEAKE REGIONAL AIRPORT,36.6656111,-76.3206667,1415.0
LAS VEGAS MUNICIPAL AIRPORT,35.6542222,-105.1423889,1415.0
PRIEST RIVER MUNICIPAL AIRPORT,48.1906458,-116.9098611,1786.0
AIRGLADES AIRPORT,26.7351667,-81.0510556,1239.0
MUSIC CITY EXECUTIVE AIRPORT ,36.37684,-86.40876,1124.0
FREMONT MUNICIPAL AIRPORT,41.4499444,-96.5211944,1239.0
BLAKELY ISLAND AIRPORT,48.5789917,-122.8262908,1786.0
PLUM ISLAND AIRPORT,42.7953611,-70.8394444,1786.0
MONTICELLO REGIONAL AIRPORT,42.2203632,-91.1632994,1786.0
GREENVILLE MUNICIPAL AIRPORT,41.4467664,-80.3911967,1786.0
WETASKIWIN,52.965,-113.41111,1786.0
MARION MUNICIPAL AIRPORT,40.4899167,-85.6797778,1786.0
BALD MOUNTAIN AIRPORT,44.2306336,-69.1230944,1786.0
INTERMOUNTAIN MEDICAL CENTER HELIPORT,40.66025,-111.8895278,1786.0
COULTER FIELD ARPT,30.7156944,-96.3313611,1415.0
TRINITY CENTER ARPT,40.98275,-122.6937222,1786.0
BROOKS FIELD ARPT (MI),42.2512,-84.9555,1415.0
CRANDON/STEVE CONWAY MUNI ARPT,45.51663,-88.93345,1415.0
GRAHAM MUNICIPAL ARPT,33.1102222,-98.5552786,1239.0
THEDA CLARK REGIONAL MEDICAL CENTER HELIPORT,44.1862285,-88.4545128,1786.0
SHELBY-CLEVELAND COUNTY REGIONAL AIRPORT,35.25575,-81.60075,1239.0
SANTA PAULA AIRPORT,34.3470176,-119.0616166,1786.0
TAOS REGIONAL AIRPORT,36.4516944,-105.6730833,1415.0
RALPH M HALL/ROCKWALL MUNICIPAL AIRPORT,32.9305944,-96.4354856,1786.0
JAARS-TOWNSEND AIRPORT,34.8638167,-80.7479833,1786.0
SECHELT-GIBSONS,49.46056,-123.71861,1786.0
MELBOURNE MUNICIPAL APRT - JOHN E MILLER FIELD,36.0709722,-91.8301389,1415.0
RIDGELAND-CLAUDE DEAN AIRPORT,32.4968506,-80.9931486,1786.0
GENERAL DEWITT SPAIN AIRPORT,35.2006925,-90.0539753,1786.0
GASTONIA MUNICIPAL AIRPORT,35.2026389,-81.1498889,1786.0
ARKANSAS INTERNATIONAL ARPT,35.9585,-89.9397,1786.0
HUANGSHAN TUNXI INTL,29.73,118.252778,1786.0
WESTERN REGIONAL AIRPORT,38.5875833,-90.9938056,1786.0
CLARION COUNTY AIRPORT,41.2249444,-79.4421667,1786.0
WILLISTON BASIN INTL AIRPORT,48.2608639,-103.7511389,373.0
GIBSON COUNTY AIRPORT,35.9324547,-88.8489403,1786.0
FRANKLIN FIELD ARPT,38.3049,-121.4297,1415.0
BUTLER COUNTY ARPT/K W SCHOLTER FIELD,40.7765833,-79.9510833,1786.0
ENTERPRISE MUNCIPAL ARPT,31.2997222,-85.8998333,1786.0
LEE COUNTY AIRPORT-BUTTERS FIELD,34.244485,-80.2360336,1786.0
CLARENCE E PAGE MUNICIPAL AIRPORT,35.4880833,-97.8235556,1786.0
SCHOOLCRAFT COUNTY AIRPORT,45.9746389,-86.1718333,1786.0
ABBEVILLE CHRIS CRUSTA MEMORIAL APRT,29.9757778,-92.0842222,1124.0
TILLAMOOK AIRPORT,45.41825,-123.8143889,1239.0
HELO KEARNY HELIPORT,40.7315278,-74.1166389,907.0
MANDA AIRSTRIP,-2.24611,40.91,1239.0
BUFFALO-LANCASTER REGIONAL AIRPORT,42.9220556,-78.6119722,1786.0
PANOLA COUNTY AIRPORT-SHARPE FIELD,32.1760833,-94.2988056,1786.0
BARROW COUNTY ARPT,33.98288,-83.66741,1415.0
THOMSON-MCDUFFIE COUNTY ARPT,33.5297215,-82.5169509,1415.0
MACON COUNTY AIRPORT,35.2223122,-83.4199966,1786.0
QUAKERTOWN AIRPORT,40.4351389,-75.3819444,1786.0
JACKSONVILLE MUNICIPAL ARPT,39.7746111,-90.2382778,1786.0
JULIAN CARROLL ARPT,37.5938611,-83.31725,1786.0
SOUTH FOX ISLAND ARPT,45.3991611,-85.8300806,1786.0
GRENADA MUNICIPAL ARPT,33.8324444,-89.7981667,1786.0
PECIS MUNICIPAL ARPT,31.3823889,-103.5107222,1415.0
LANCASTER COUNTY-MC WHIRTER FLD ARPT,34.72292,-80.85458,1415.0
SHARPE FARMS ARPT,40.0236533,-91.87378,1786.0
COLSTRIP ARPT,45.8528333,-106.7092778,1786.0
BRISBANE INTL ARPT,-27.3833,153.11833,1786.0
INDEPENDENCE STATE ARPT,44.8669583,-123.1982472,1415.0
SANTA MARIA ARPT,36.973889,-25.171111,1786.0
TAMPA NORTH AERO PARK,28.2212778,-82.3745556,1415.0
UMASS MEMORIAL MEDICAL CENTER-UNIVERSITY CAMPUS HELIPORT,42.275,-71.76,1786.0
YAP INTERNATIONAL AIRPORT,9.49891,138.08248,907.0
BROWN COUNTY AIRPORT,38.8819456,-83.8827367,1415.0
ROCHE HARBOR ARPT,48.6123217,-123.13852,1786.0
ESTHERVILLE MUNICIPAL ARPT,43.40744,-94.74642,1415.0
IONIA COUNTY,42.9377,-85.06067,1415.0
TOMAHAWK REGIONAL ARPT,45.46914,-89.80569,1415.0
SANDSTONE MUNICIPAL ARPT,46.1167,-92.8833,1786.0
BISHOP ARPT,37.3731111,-118.3636111,1239.0
REDLANDS MUNICIPAL ARPT,34.08525,-117.1463889,696.0
SUTTER COUNTY AIRPORT,39.1236667,-121.6053611,1786.0
PERRY-HOUSTON COUNTY AIRPORT,32.5105833,-83.7673333,1415.0
LINCOLNTON-LINCOLN COUNTY REGIONAL AIRPORT,35.4831417,-81.1615056,1786.0
EL MIRAGE FIELD ADELANTO AIRPORT,34.62499,-117.6050558,1415.0
EARLY COUNTY ARPT,31.3975086,-84.8947978,1415.0
LONESOME PINE AIRPORT,36.9875178,-82.5299975,1786.0
HENDERSON-OXFORD AIRPORT,36.3611389,-78.5298333,1415.0
LINATE AIRPORT,45.445103,9.276739,1786.0
STANLY COUNTY ARPT,35.4166947,-80.1507956,1786.0
BURNS MUNICIPAL AIRPORT,43.59213,-118.95498,1786.0
DEFIANCE MEMORIAL AIRPORT,41.3375,-84.4288056,1786.0
NAMPA MUNCIPAL AIRPORT,43.5813411,-116.5230631,1786.0
PORT HEIDEN AIRPORT,56.95943,-158.63182,1786.0
COTTAGE GROVE STATE ARPT,43.79985,-123.02897,1786.0
WISSOTA ARPT,44.9265,-91.27,1786.0
SEWARD ARPT,60.12694,-149.41881,1786.0
HUNTSVILLE-MADISON,36.0735,-93.7528,1415.0
ELLINGTON AIRPORT,35.50698,-86.80389,1415.0
FT WALTON BEACH ARPT,30.4037,-86.824,1786.0
NUIQSUT ARPT,70.20995,-151.00556,1786.0
CONGO TOWN ,24.158933,-77.589758,1786.0
TUZLA AIR BASE,44.458656,18.724783,1786.0
DYERSBURG REGIONAL ARPT,35.99851,-89.40608,1786.0
SAN CLEMENTE ISLAND NALF,33.0207,-118.5855,1786.0
WALLBLAKE,18.2047997,-63.0550995,1239.0
MANDAN MUNICIPAL,46.7675,-100.8898,1786.0
CEDAR MILLS,33.83935,-96.81007,1786.0
PRICE COUNTY ARPT,45.70895,-90.40248,1415.0
FIELD OF DREAMS ARPT,46.0228681,-92.8951744,1786.0
XOXOCOTLÁN INTL,17.0,-96.726667,1415.0
HILLTOP LAKES AIRPORT,31.0808083,-96.2149806,1786.0
DRIFTWOOD RANCH AIRPORT,32.566975,-97.8074917,1786.0
MARV SKIE-LINCOLN COUNTY,43.4549019,-96.8013125,1786.0
NORTHEASTERN REGIONAL,36.02773,-76.56709,1124.0
HANCOCK COUNTY AIRPORT-RON LEWIS FIELD,37.9531944,-86.8571667,1786.0
EL COYOTE RANCH AIRPORT,26.8582767,-98.221749,1786.0
EXUMA INTERNATIONAL ARPT,23.563333,-75.873056,1239.0
GROVE MUNICIPAL AIRPORT,36.6067778,-94.7385556,1786.0
LAPD HOOPER HELIPORT,34.044025,-118.247325,1786.0
NEW ULM MUNICIPAL AIRPORT,44.3183867,-94.5016433,1415.0
KENDALLVILLE MUNICIPAL ARPT,41.47272,-85.26081,1786.0
BROOKERIDGE AIR PARK,41.7327778,-87.9994167,1415.0
MAVERICK COUNTY MEMORIAL INTERNATIONAL AIRPORT,28.8570928,-100.5134678,1786.0
STAFFORD ARPT,30.8111111,-81.4627778,1786.0
LA PORTE MUNICIPAL AIRPORT,41.5724722,-86.7345275,1239.0
HARDING COUNTY ARPT,45.579555,-103.5289102,1786.0
UPPER CUMBERLAND REGIONAL ARPT,36.05593,-85.53075,1239.0
KASIGLUK ARPT,60.8712,-162.5212,1786.0
AVIANO AIR BASE,46.031889,12.596472,1786.0
AEROPUERTO INTERNACIONAL DE PUEBLA,19.158144,-98.371447,1415.0
WRIGHT-PATTERSON AIR FORCE BASE,39.8223,-84.0423,1786.0
SELMA,36.5755,-119.655,1786.0
ILIAMNA AIRPORT,59.7555781,-154.9177523,1786.0
ARGYLE INTERNATIONAL AIRPORT,13.156389,-61.150278,1415.0
BATESVILLE REGIONAL AIRPORT,35.7262222,-91.6474444,1786.0
NEW GARDEN,39.83053,-75.76974,1124.0
WARNER SPRINGS GLIDERPORT,33.2845028,-116.6696569,1786.0
WALDEN-JACKSON COUNTY ARPT,40.7503889,-106.2715278,1786.0
WILBARGER COUNTY AIRPORT,34.2256667,-99.28375,1786.0
TOWER MUNICIPAL AIRPORT,47.8181556,-92.2860667,1786.0
EAST GEORGIA REGIONAL AIRPORT,32.608889,-82.369722,1415.0
BAXLEY MUNCIPAL AIRPORT,31.7138333,-82.3937778,1786.0
PAULS VALLEY MUNICIPAL AIRPORT,34.7095633,-97.2233458,1786.0
CALVADA MEADOWS ARPT,36.2710706,-115.9950275,1786.0
WILKES-BARRE WYOMING VALLEY AIRPORT,41.2973075,-75.8522433,1239.0
LOUISVILLE WINSTON COUNTY AIRPORT,33.1461944,-89.0625,1786.0
WINNEMUCCA MUNICIPAL AIRPORT,40.8966111,-117.8058889,1786.0
ARENS FIELD ARPT,41.0922631,-86.6128711,1786.0
SOUTH HAVEN AREA REGIONAL AIRPORT,42.3513331,-86.2557436,1124.0
MARION COUNTY REGIONAL ARPT,36.290894,-92.590253,1239.0
BROKEN BOW MUNICIPAL/KEITH GLAZE FIELD,41.4364444,-99.6421667,1786.0
OAKHILL AIRPARK,34.5855167,-82.3522833,1786.0
BROOKHAVEN AIRPORT,40.8219542,-72.8669072,1415.0
HARRISBURG-RALEIGH AIRPORT,37.8112561,-88.5502596,1786.0
OLD BRIDGE AIRPORT,40.3298867,-74.3467869,1786.0
SUMMERVILLE AIRPORT,33.0622778,-80.2809167,1124.0
SPRINGFIELD ROBERTSON COUNTY AIRPORT,36.5366944,-86.9211667,1786.0
CLEVELAND MUNICIPAL AIRPORT,30.3564444,-95.0080278,1415.0
VACA MOO AIRPORT,32.4276806,-95.7113889,1786.0
RENO/STEAD ARPT,39.6681769,-119.8764396,1239.0
TWELVE OAKS AIRPORT,28.9780344,-82.3637075,1415.0
PIERSON MUNICIPAL AIRPORT,29.2500278,-81.4593333,1786.0
BELL HELICOPTER HURST HELIPORT,32.8064722,-97.1632778,1786.0
CORAL CREEK ARPT,26.8537417,-82.2526028,1415.0
SIOUX COUNTY REGIONAL AIRPORT,42.9858275,-96.1614003,1786.0
PAOLI MUNICIPAL AIRPORT,38.5848042,-86.4649486,1786.0
BLUE RIDGE ARPT,36.63075,-80.0183333,1239.0
MANUEL CRESCENCIO REJÓN INTL,20.936944,-89.657778,1415.0
EAST TROY MUNICIPAL ARPT,42.7971667,-88.3726111,1786.0
IRON COUNTY AIRPORT,46.0090797,-88.2740256,1415.0
DIOMEDE HELIPORT,65.7586111,-168.9530556,1786.0
WOODCREST FARMS AIRSTRIP,39.4722222,-75.2775,1786.0
FOSTORIA METROPOLITAN AIRPORT,41.1908333,-83.3930833,1415.0
KADENA AIRPORT,26.355556,127.7675,1786.0
"UNION COUNTY AIRPORT, TROY SHELTON FIELD",34.6869528,-81.6411667,1415.0
BRANCH COUNTY MEMORIAL AIRPORT,41.9334889,-85.0523083,1786.0
ENNIS-BIG SKY AIRPORT,45.2757247,-111.6489156,1415.0
HUTCHINSON COUNTY AIRPORT,35.7008889,-101.3936667,1786.0
DJIBOUTI-AMBOULI INTL ARPT,11.546258,43.159206,1239.0
SUWANNEE COUNTY AIRPORT,30.3003889,-83.0243889,1786.0
SEQUIM VALLEY ARPT,48.0981478,-123.1871233,1415.0
CAMDEN COUNTY AIRPORT,39.7784444,-74.9478056,1786.0
WILLIAMSBURG RGNL ARPT,33.7172222,-79.8569722,1239.0
MOUNT PLEASANT REGIONAL AIRPORT,33.0968889,-94.96175,1786.0
MADILL MUNICIPAL AIRPORT,34.1404019,-96.8120322,1786.0
BIBB COUNTY AIRPORT,32.9369389,-87.0905472,1786.0
HALL-MILLER MUNICIPAL AIRPORT,33.1025,-94.195,1786.0
MOUNT PLEASANT MUNICIPAL ARPT,40.9466111,-91.5111667,1786.0
LONGVILLE MUNICIPAL ARPT,46.9899075,-94.2036319,1786.0
SOUTH ARKANSAS REGIONAL,33.2212378,-92.8117489,1786.0
TOULOUSE BLAGNAC AIRPORT,43.635,1.367778,1786.0
EDGAR COUNTY AIRPORT,39.6996667,-87.6707778,1786.0
EAGLE LAKE AIRPORT,29.6000278,-96.3219444,1415.0
JEROME COUNTY AIRPORT,42.7266944,-114.4566389,1786.0
GREATER MORRIS COUNTY AIRPORT,33.1480592,-94.7001489,1786.0
BELL SOUTH AIRFIELD HELIPORT,32.7970056,-97.1460667,1786.0
TOCCOA RG LETOURNEAU FIELD ARPT,34.5928117,-83.2963717,1786.0
COLORADO AIR AND SPACE PORT AIRPORT,39.7841944,-104.5376389,566.0
OSLO GARDERMOEN AIRPORT,60.202778,11.083889,1786.0
GRIMES FIELD AIRPORT,40.1323719,-83.7540627,1786.0
PITTSFIELD PENSTONE MUNICIPAL ARPT,39.63886,-90.77843,1786.0
MORAN FIELD ARPT,39.5003,-79.07,1786.0
ROLLA MUNICIPAL ARPT,48.8844167,-99.62075,1786.0
SOUTH TEXAS REGIONAL ARPT AT HONDO,29.3591306,-99.1774917,1415.0
FORT CLARK SPRINGS ARPT,29.2866242,-100.4336894,1415.0
GILA BEND MUNICIPAL,32.9581,-112.67822,1786.0
MADISON MUNICIPAL AIRPORT,33.612125,-83.4604444,1786.0
NORTH WEALD AIRFIELD,51.721699,0.154167,1786.0
BAXTER COUNTY AIRPORT,36.3689425,-92.4705197,1786.0
HABERSHAM COUNTY AIRPORT,34.4998517,-83.5566647,1786.0
WEATHERFORD STAFFORD AIRPORT,35.5458056,-98.6685,1786.0
EUREKA MUNICIPAL AIRPORT,45.7999907,-99.64272,1786.0
MASSEY RANCH AIRPARK,28.97888,-80.92505,1239.0
CHEDDI JAGAN INTl ARPT,6.498333,-58.253889,1239.0
GRAVETTE FIELD ARPT,36.4138889,-94.4388889,1786.0
RIVERTON HOSPITAL HELIPORT,40.5200222,-111.9816139,1786.0
GOLD BEACH MUNICIPAL AIRPORT,42.4153611,-124.4249167,1415.0
ENID WOODRING REGIONAL ARPT,36.3792,-97.79111,1786.0
CENTER MUNICIPAL AIRPORT,31.8315833,-94.1564167,1786.0
OZARK-BLACKWELL FIELD ARPT,31.431812,-85.6205339,1415.0
KIMBALL MUNICIPAL AIRPORT/ROBERT E ARRAJ FIELD,41.1880556,-103.6773889,1786.0
APALACHICOLA REGIONAL ARPT,29.7275489,-85.0273774,1415.0
BENSON MUNCIPAL AIRPORT,31.9994444,-110.3579722,1415.0
ST MARYS MUNICIPAL AIRPORT,41.4124778,-78.5026314,1786.0
AK-CHIN REGIONAL AIRPORT,32.9905486,-111.9189014,1415.0
KESTREL AIRPARK,29.81175,-98.4260556,1786.0
MAYVILLE MUNCIPAL AIRPORT,47.4768417,-97.3280819,1786.0
FOREST LAKE AIRPORT,45.2474097,-92.9928542,1786.0
SCOTTSBORO MUNICIPAL AIRPORT-WORD FIELD,34.6886944,-86.0059444,1786.0
KUWAIT INTL AIRPORT,29.226567,47.968928,1786.0
MUHLENBERG COUNTY ARPT,37.2262306,-87.156861,1786.0
SUSANVILLE MUNICIPAL ARPT,40.37569,-120.57269,1415.0
FALWELL ARPT,37.3779208,-79.1222453,1786.0
INDUCTOTHERM ARPT,40.015475,-74.8413069,1786.0
PRESTON ARPT,42.1069081,-111.9125389,1786.0
NURNBERG,49.4987,11.066897,1786.0
ODELL-WILLIAMSON MUNICIPAL ARPT,33.90932,-78.4346856,1786.0
DEERFIELD RESORT AIRPORT,36.3466667,-84.0122222,1786.0
MUSTANG BEACH AIRPORT,27.8118333,-97.08875,1786.0
CARROLL COUNTY AIRPORT,36.0892974,-88.4632988,1786.0
MORELIA INTL ARPT,19.85,-101.025556,1786.0
JESUP-WAYNE COUNTY AIRPORT,31.5539722,-81.8825,1786.0
BAY CITY REGIONAL AIRPORT,28.9732467,-95.8634519,1786.0
SALEM MEMORIAL AIRPORT,37.6152222,-91.6044444,1786.0
NIGHTMUTE AIRPORT,60.471111,-164.700833,1786.0
MYKONOS-MANTO MAVROGENOUS INTL,37.435128,25.348103,1786.0
SHELBYVILLE MUNICIPAL AIRPORT,39.5831389,-85.8048056,1786.0
HUNTER ARMY AIRFIELD,32.0100203,-81.1459878,1786.0
CAPE CANAVERAL SPACE FORCE STATION SKID STRIP AIRPORT,28.488889,-80.577778,1415.0
WOODWORTH AIRPORT,31.1263528,-92.5012889,1786.0
BIGGS ARMY AIRFIELD (FORT BLISS),31.8495292,-106.3800528,1415.0
COLUSA COUNTY ARPT,39.179,-121.99333,1786.0
TAYLOR MUNICIPAL AIRPORT,30.5726389,-97.4431944,1786.0
COMAYAGUA INTL,14.3825,-87.621111,960.0
COLLEGEDALE MINICIPAL AIRPORT,35.0444208,-85.0200667,1786.0
ECU HEALTH MEDICAL CENTER HELIPORT,35.6087611,-77.40525,1786.0
SANDERSON FIELD AIRPORT,47.2335556,-123.1475556,1786.0
BAHIAS DE HUATULCO INTL ARPT,15.775278,-96.2625,1415.0
HURLBURT FIELD ARPT,30.4289181,-86.6888011,1786.0
GRANT COUNTY AIRPORT,38.9949444,-79.1458611,1786.0
CURTIS FIELD AIRPORT,31.1792778,-99.3239167,1786.0
HILL AIR FORCE BASE,41.1239389,-111.9730389,1786.0
BIGFORK MUNICIPAL AIRPORT,47.783934,-93.6509937,1786.0
JEKYLL ISLAND ARPT,31.07447,-81.42778,1786.0
TEHACHAPI MUNICIPAL ARPT,35.13497,-118.43925,1786.0
BUCKINGHAM FIELD ARPT,26.6393,-81.7062,1415.0
MILLER AIR PARK ARPT,35.61403,-80.74146,1786.0
RUCKEL AIRPORT,30.5196411,-86.4382819,1786.0
HICKS AIRFIELD,32.9312367,-97.4116858,1415.0
LAMPSON FIELD ARPT,38.9906111,-122.9007222,1239.0
PECAN PLANTATION ARPT,32.3537569,-97.676125,1786.0
VINTON VETERANS MEMORIAL AIRPARK,42.2186389,-92.0259167,1786.0
THUNDER RIDGE AIRPARK,40.2578194,-110.8586111,1786.0
TOPTON AIR ESTATES ARPT,32.475,-88.6166667,1786.0
